1730588846.105114 server started (63221): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1730588846.105152 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:36 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T6020
1730588846.105162 using libevent 2.1.12-stable select
1730588846.105172 using utf8proc 2.9.0
1730588846.105179 using ncurses 6.5 20240427
1730588846.238636 UTF-8 \342\224\200 is 02500
1730588846.238638 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238640 /dev/ttys000: \342\224\200
1730588846.238642 UTF-8 \342\224\200 is 02500
1730588846.238644 utf8proc_wcwidth(02500) returned 1
1730588846.238646 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238648 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238650 screen_write_combine: character \342\224\200 at 64,0 (width 1)
1730588846.238652 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238653 UTF-8 \342\224\200 is 02500
1730588846.238655 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238657 /dev/ttys000: \342\224\200
1730588846.238659 UTF-8 \342\224\200 is 02500
1730588846.238661 utf8proc_wcwidth(02500) returned 1
1730588846.238663 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238665 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238667 screen_write_combine: character \342\224\200 at 65,0 (width 1)
1730588846.238668 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238670 UTF-8 \342\224\200 is 02500
1730588846.238672 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238674 /dev/ttys000: \342\224\200
1730588846.238676 UTF-8 \342\224\200 is 02500
1730588846.238678 utf8proc_wcwidth(02500) returned 1
1730588846.238680 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238681 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238683 screen_write_combine: character \342\224\200 at 66,0 (width 1)
1730588846.238685 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238687 UTF-8 \342\224\200 is 02500
1730588846.238689 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238691 /dev/ttys000: \342\224\200
1730588846.238693 UTF-8 \342\224\200 is 02500
1730588846.238695 utf8proc_wcwidth(02500) returned 1
1730588846.238697 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238698 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238700 screen_write_combine: character \342\224\200 at 67,0 (width 1)
1730588846.238702 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238704 UTF-8 \342\224\200 is 02500
1730588846.238706 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238708 /dev/ttys000: \342\224\200
1730588846.238710 UTF-8 \342\224\200 is 02500
1730588846.238712 utf8proc_wcwidth(02500) returned 1
1730588846.238713 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238715 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238717 screen_write_combine: character \342\224\200 at 68,0 (width 1)
1730588846.238719 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238721 UTF-8 \342\224\200 is 02500
1730588846.238723 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238728 /dev/ttys000: \342\224\200
1730588846.238730 UTF-8 \342\224\200 is 02500
1730588846.238732 utf8proc_wcwidth(02500) returned 1
1730588846.238734 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238736 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238738 screen_write_combine: character \342\224\200 at 69,0 (width 1)
1730588846.238740 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238742 UTF-8 \342\224\200 is 02500
1730588846.238744 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238746 /dev/ttys000: \342\224\200
1730588846.238747 UTF-8 \342\224\200 is 02500
1730588846.238749 utf8proc_wcwidth(02500) returned 1
1730588846.238751 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238753 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238755 screen_write_combine: character \342\224\200 at 70,0 (width 1)
1730588846.238757 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238759 UTF-8 \342\224\200 is 02500
1730588846.238761 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238763 /dev/ttys000: \342\224\200
1730588846.238765 UTF-8 \342\224\200 is 02500
1730588846.238767 utf8proc_wcwidth(02500) returned 1
1730588846.238769 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238771 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238773 screen_write_combine: character \342\224\200 at 71,0 (width 1)
1730588846.238775 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238777 UTF-8 \342\224\200 is 02500
1730588846.238779 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238781 /dev/ttys000: \342\224\200
1730588846.238783 UTF-8 \342\224\200 is 02500
1730588846.238785 utf8proc_wcwidth(02500) returned 1
1730588846.238787 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238789 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238790 screen_write_combine: character \342\224\200 at 72,0 (width 1)
1730588846.238792 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238794 UTF-8 \342\224\200 is 02500
1730588846.238796 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238798 /dev/ttys000: \342\224\200
1730588846.238800 UTF-8 \342\224\200 is 02500
1730588846.238802 utf8proc_wcwidth(02500) returned 1
1730588846.238803 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238805 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238807 screen_write_combine: character \342\224\200 at 73,0 (width 1)
1730588846.238809 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238811 UTF-8 \342\224\200 is 02500
1730588846.238813 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238815 /dev/ttys000: \342\224\200
1730588846.238817 UTF-8 \342\224\200 is 02500
1730588846.238819 utf8proc_wcwidth(02500) returned 1
1730588846.238821 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238822 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238824 screen_write_combine: character \342\224\200 at 74,0 (width 1)
1730588846.238826 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238828 UTF-8 \342\224\200 is 02500
1730588846.238830 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238832 /dev/ttys000: \342\224\200
1730588846.238834 UTF-8 \342\224\200 is 02500
1730588846.238836 utf8proc_wcwidth(02500) returned 1
1730588846.238838 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238840 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238842 screen_write_combine: character \342\224\200 at 75,0 (width 1)
1730588846.238844 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238846 UTF-8 \342\224\200 is 02500
1730588846.238848 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238850 /dev/ttys000: \342\224\200
1730588846.238852 UTF-8 \342\224\200 is 02500
1730588846.238854 utf8proc_wcwidth(02500) returned 1
1730588846.238856 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238861 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238863 screen_write_combine: character \342\224\200 at 76,0 (width 1)
1730588846.238866 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238868 UTF-8 \342\224\200 is 02500
1730588846.238870 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238872 /dev/ttys000: \342\224\200
1730588846.238875 UTF-8 \342\224\200 is 02500
1730588846.238877 utf8proc_wcwidth(02500) returned 1
1730588846.238879 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238881 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238883 screen_write_combine: character \342\224\200 at 77,0 (width 1)
1730588846.238885 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238887 UTF-8 \342\224\200 is 02500
1730588846.238889 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238891 /dev/ttys000: \342\224\200
1730588846.238893 UTF-8 \342\224\200 is 02500
1730588846.238895 utf8proc_wcwidth(02500) returned 1
1730588846.238897 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238899 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238901 screen_write_combine: character \342\224\200 at 78,0 (width 1)
1730588846.238903 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238905 UTF-8 \342\224\200 is 02500
1730588846.238908 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238910 /dev/ttys000: \342\224\200
1730588846.238912 UTF-8 \342\224\200 is 02500
1730588846.238914 utf8proc_wcwidth(02500) returned 1
1730588846.238916 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238918 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238920 screen_write_combine: character \342\224\200 at 79,0 (width 1)
1730588846.238922 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238923 UTF-8 \342\224\200 is 02500
1730588846.238925 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238927 /dev/ttys000: \342\224\200
1730588846.238929 UTF-8 \342\224\200 is 02500
1730588846.238931 utf8proc_wcwidth(02500) returned 1
1730588846.238933 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238935 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238937 screen_write_combine: character \342\224\200 at 80,0 (width 1)
1730588846.238939 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238941 UTF-8 \342\224\200 is 02500
1730588846.238944 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238946 /dev/ttys000: \342\224\200
1730588846.238949 UTF-8 \342\224\200 is 02500
1730588846.238951 utf8proc_wcwidth(02500) returned 1
1730588846.238954 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238956 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238958 screen_write_combine: character \342\224\200 at 81,0 (width 1)
1730588846.238960 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238962 UTF-8 \342\224\200 is 02500
1730588846.238964 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238966 /dev/ttys000: \342\224\200
1730588846.238968 UTF-8 \342\224\200 is 02500
1730588846.238970 utf8proc_wcwidth(02500) returned 1
1730588846.238972 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238974 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238976 screen_write_combine: character \342\224\200 at 82,0 (width 1)
1730588846.238978 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.238980 UTF-8 \342\224\200 is 02500
1730588846.238982 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.238984 /dev/ttys000: \342\224\200
1730588846.238986 UTF-8 \342\224\200 is 02500
1730588846.238988 utf8proc_wcwidth(02500) returned 1
1730588846.238990 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.238992 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.238994 screen_write_combine: character \342\224\200 at 83,0 (width 1)
1730588846.238996 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239003 UTF-8 \342\224\200 is 02500
1730588846.239005 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239007 /dev/ttys000: \342\224\200
1730588846.239010 UTF-8 \342\224\200 is 02500
1730588846.239011 utf8proc_wcwidth(02500) returned 1
1730588846.239013 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239016 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239018 screen_write_combine: character \342\224\200 at 84,0 (width 1)
1730588846.239020 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239022 UTF-8 \342\224\200 is 02500
1730588846.239024 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239026 /dev/ttys000: \342\224\200
1730588846.239028 UTF-8 \342\224\200 is 02500
1730588846.239030 utf8proc_wcwidth(02500) returned 1
1730588846.239032 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239034 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239036 screen_write_combine: character \342\224\200 at 85,0 (width 1)
1730588846.239038 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239040 UTF-8 \342\224\200 is 02500
1730588846.239042 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239044 /dev/ttys000: \342\224\200
1730588846.239046 UTF-8 \342\224\200 is 02500
1730588846.239048 utf8proc_wcwidth(02500) returned 1
1730588846.239050 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239052 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239054 screen_write_combine: character \342\224\200 at 86,0 (width 1)
1730588846.239056 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239058 UTF-8 \342\224\200 is 02500
1730588846.239060 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239062 /dev/ttys000: \342\224\200
1730588846.239064 UTF-8 \342\224\200 is 02500
1730588846.239066 utf8proc_wcwidth(02500) returned 1
1730588846.239068 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239070 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239072 screen_write_combine: character \342\224\200 at 87,0 (width 1)
1730588846.239074 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239076 UTF-8 \342\224\200 is 02500
1730588846.239078 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239080 /dev/ttys000: \342\224\200
1730588846.239082 UTF-8 \342\224\200 is 02500
1730588846.239084 utf8proc_wcwidth(02500) returned 1
1730588846.239086 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239088 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239090 screen_write_combine: character \342\224\200 at 88,0 (width 1)
1730588846.239092 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239094 UTF-8 \342\224\200 is 02500
1730588846.239096 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239098 /dev/ttys000: \342\224\200
1730588846.239099 UTF-8 \342\224\200 is 02500
1730588846.239102 utf8proc_wcwidth(02500) returned 1
1730588846.239104 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239106 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239108 screen_write_combine: character \342\224\200 at 89,0 (width 1)
1730588846.239110 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239111 UTF-8 \342\224\200 is 02500
1730588846.239113 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239115 /dev/ttys000: \342\224\200
1730588846.239117 UTF-8 \342\224\200 is 02500
1730588846.239119 utf8proc_wcwidth(02500) returned 1
1730588846.239121 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239123 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239125 screen_write_combine: character \342\224\200 at 90,0 (width 1)
1730588846.239127 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239129 UTF-8 \342\224\200 is 02500
1730588846.239132 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239134 /dev/ttys000: \342\224\200
1730588846.239136 UTF-8 \342\224\200 is 02500
1730588846.239137 utf8proc_wcwidth(02500) returned 1
1730588846.239142 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239144 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239146 screen_write_combine: character \342\224\200 at 91,0 (width 1)
1730588846.239148 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239150 UTF-8 \342\224\200 is 02500
1730588846.239152 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239154 /dev/ttys000: \342\224\200
1730588846.239156 UTF-8 \342\224\200 is 02500
1730588846.239158 utf8proc_wcwidth(02500) returned 1
1730588846.239160 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239162 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239164 screen_write_combine: character \342\224\200 at 92,0 (width 1)
1730588846.239166 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239168 UTF-8 \342\224\200 is 02500
1730588846.239170 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239172 /dev/ttys000: \342\224\200
1730588846.239174 UTF-8 \342\224\200 is 02500
1730588846.239176 utf8proc_wcwidth(02500) returned 1
1730588846.239178 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239180 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239182 screen_write_combine: character \342\224\200 at 93,0 (width 1)
1730588846.239184 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239186 UTF-8 \342\224\200 is 02500
1730588846.239188 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239190 /dev/ttys000: \342\224\200
1730588846.239192 UTF-8 \342\224\200 is 02500
1730588846.239194 utf8proc_wcwidth(02500) returned 1
1730588846.239196 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239198 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239200 screen_write_combine: character \342\224\200 at 94,0 (width 1)
1730588846.239202 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239204 UTF-8 \342\224\200 is 02500
1730588846.239206 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239208 /dev/ttys000: \342\224\200
1730588846.239210 UTF-8 \342\224\200 is 02500
1730588846.239212 utf8proc_wcwidth(02500) returned 1
1730588846.239214 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239216 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239219 screen_write_combine: character \342\224\200 at 95,0 (width 1)
1730588846.239221 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239223 UTF-8 \342\224\200 is 02500
1730588846.239226 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239228 /dev/ttys000: \342\224\200
1730588846.239229 UTF-8 \342\224\200 is 02500
1730588846.239231 utf8proc_wcwidth(02500) returned 1
1730588846.239233 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239236 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239238 screen_write_combine: character \342\224\200 at 96,0 (width 1)
1730588846.239240 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239242 UTF-8 \342\224\200 is 02500
1730588846.239244 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239246 /dev/ttys000: \342\224\200
1730588846.239248 UTF-8 \342\224\200 is 02500
1730588846.239250 utf8proc_wcwidth(02500) returned 1
1730588846.239252 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239255 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239257 screen_write_combine: character \342\224\200 at 97,0 (width 1)
1730588846.239259 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239260 UTF-8 \342\224\200 is 02500
1730588846.239262 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239264 /dev/ttys000: \342\224\200
1730588846.239266 UTF-8 \342\224\200 is 02500
1730588846.239268 utf8proc_wcwidth(02500) returned 1
1730588846.239270 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239272 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239274 screen_write_combine: character \342\224\200 at 98,0 (width 1)
1730588846.239279 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239280 UTF-8 \342\224\200 is 02500
1730588846.239282 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239284 /dev/ttys000: \342\224\200
1730588846.239286 UTF-8 \342\224\200 is 02500
1730588846.239288 utf8proc_wcwidth(02500) returned 1
1730588846.239290 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239292 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239294 screen_write_combine: character \342\224\200 at 99,0 (width 1)
1730588846.239296 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239298 UTF-8 \342\224\200 is 02500
1730588846.239300 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239302 /dev/ttys000: \342\224\200
1730588846.239304 UTF-8 \342\224\200 is 02500
1730588846.239306 utf8proc_wcwidth(02500) returned 1
1730588846.239308 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239310 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239312 screen_write_combine: character \342\224\200 at 100,0 (width 1)
1730588846.239314 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239315 UTF-8 \342\224\200 is 02500
1730588846.239318 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239319 /dev/ttys000: \342\224\200
1730588846.239321 UTF-8 \342\224\200 is 02500
1730588846.239323 utf8proc_wcwidth(02500) returned 1
1730588846.239325 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239327 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239329 screen_write_combine: character \342\224\200 at 101,0 (width 1)
1730588846.239331 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239333 UTF-8 \342\224\200 is 02500
1730588846.239335 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239337 /dev/ttys000: \342\224\200
1730588846.239339 UTF-8 \342\224\200 is 02500
1730588846.239341 utf8proc_wcwidth(02500) returned 1
1730588846.239343 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239345 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239347 screen_write_combine: character \342\224\200 at 102,0 (width 1)
1730588846.239349 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239351 UTF-8 \342\224\200 is 02500
1730588846.239353 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239354 /dev/ttys000: \342\224\200
1730588846.239356 UTF-8 \342\224\200 is 02500
1730588846.239358 utf8proc_wcwidth(02500) returned 1
1730588846.239360 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239362 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239364 screen_write_combine: character \342\224\200 at 103,0 (width 1)
1730588846.239366 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239368 UTF-8 \342\224\200 is 02500
1730588846.239370 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239372 /dev/ttys000: \342\224\200
1730588846.239374 UTF-8 \342\224\200 is 02500
1730588846.239376 utf8proc_wcwidth(02500) returned 1
1730588846.239378 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239380 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239382 screen_write_combine: character \342\224\200 at 104,0 (width 1)
1730588846.239384 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239386 UTF-8 \342\224\200 is 02500
1730588846.239388 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239390 /dev/ttys000: \342\224\200
1730588846.239391 UTF-8 \342\224\200 is 02500
1730588846.239393 utf8proc_wcwidth(02500) returned 1
1730588846.239395 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239397 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239399 screen_write_combine: character \342\224\200 at 105,0 (width 1)
1730588846.239401 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239403 UTF-8 \342\224\200 is 02500
1730588846.239405 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239406 /dev/ttys000: \342\224\200
1730588846.239408 UTF-8 \342\224\200 is 02500
1730588846.239418 utf8proc_wcwidth(02500) returned 1
1730588846.239420 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239422 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239424 screen_write_combine: character \342\224\200 at 106,0 (width 1)
1730588846.239426 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239428 UTF-8 \342\224\200 is 02500
1730588846.239433 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239435 /dev/ttys000: \342\224\200
1730588846.239438 UTF-8 \342\224\200 is 02500
1730588846.239440 utf8proc_wcwidth(02500) returned 1
1730588846.239442 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239445 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239448 screen_write_combine: character \342\224\200 at 107,0 (width 1)
1730588846.239450 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239452 UTF-8 \342\224\200 is 02500
1730588846.239454 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239456 /dev/ttys000: \342\224\200
1730588846.239457 UTF-8 \342\224\200 is 02500
1730588846.239459 utf8proc_wcwidth(02500) returned 1
1730588846.239461 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239463 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239465 screen_write_combine: character \342\224\200 at 108,0 (width 1)
1730588846.239467 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239469 UTF-8 \342\224\200 is 02500
1730588846.239471 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239473 /dev/ttys000: \342\224\200
1730588846.239475 UTF-8 \342\224\200 is 02500
1730588846.239477 utf8proc_wcwidth(02500) returned 1
1730588846.239479 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239481 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239483 screen_write_combine: character \342\224\200 at 109,0 (width 1)
1730588846.239485 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239487 UTF-8 \342\224\200 is 02500
1730588846.239489 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239490 /dev/ttys000: \342\224\200
1730588846.239492 UTF-8 \342\224\200 is 02500
1730588846.239494 utf8proc_wcwidth(02500) returned 1
1730588846.239496 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239498 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239500 screen_write_combine: character \342\224\200 at 110,0 (width 1)
1730588846.239502 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239504 UTF-8 \342\224\200 is 02500
1730588846.239506 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239508 /dev/ttys000: \342\224\200
1730588846.239510 UTF-8 \342\224\200 is 02500
1730588846.239512 utf8proc_wcwidth(02500) returned 1
1730588846.239514 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239516 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239518 screen_write_combine: character \342\224\200 at 111,0 (width 1)
1730588846.239520 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239521 UTF-8 \342\224\200 is 02500
1730588846.239523 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239525 /dev/ttys000: \342\224\200
1730588846.239527 UTF-8 \342\224\200 is 02500
1730588846.239529 utf8proc_wcwidth(02500) returned 1
